#         t          x          y          z         vx         vy         vz
      1.441     54.190     82.390     80.538    194.501    -27.096     86.125
      1.442     54.384     82.363     80.624    194.360    -27.272     85.938
      1.443     54.579     82.336     80.710    194.219    -27.449     85.751
      1.444     54.773     82.308     80.796    194.078    -27.624     85.565
      1.445     54.967     82.281     80.881    193.937    -27.800     85.379
      1.446     55.161     82.253     80.967    193.795    -27.974     85.192
      1.447     55.355     82.225     81.052    193.654    -28.149     85.007
      1.448     55.548     82.196     81.137    193.512    -28.323     84.821
      1.449     55.742     82.168     81.221    193.371    -28.496     84.636
      1.450     55.935     82.139     81.306    193.229    -28.669     84.451
      1.451     56.128     82.111     81.390    193.087    -28.841     84.266
      1.452     56.321     82.082     81.474    192.944    -29.013     84.081
      1.453     56.514     82.053     81.558    192.802    -29.184     83.897
      1.454     56.707     82.023     81.642    192.660    -29.355     83.713
      1.455     56.899     81.994     81.726    192.517    -29.526     83.529
      1.456     57.092     81.964     81.809    192.375    -29.696     83.345
      1.457     57.284     81.934     81.892    192.232    -29.865     83.162
      1.458     57.476     81.905     81.976    192.089    -30.034     82.978
      1.459     57.668     81.874     82.058    191.946    -30.203     82.796
      1.460     57.860     81.844     82.141    191.803    -30.371     82.613
      1.461     58.052     81.814     82.224    191.660    -30.539     82.430
      1.462     58.243     81.783     82.306    191.517    -30.706     82.248
      1.463     58.435     81.752     82.388    191.374    -30.873     82.066
      1.464     58.626     81.721     82.470    191.230    -31.039     81.884
      1.465     58.817     81.690     82.552    191.087    -31.205     81.703
      1.466     59.008     81.659     82.634    190.943    -31.370     81.522
      1.467     59.199     81.627     82.715    190.799    -31.535     81.341
      1.468     59.390     81.596     82.796    190.656    -31.700     81.160
      1.469     59.580     81.564     82.877    190.512    -31.864     80.979
      1.470     59.771     81.532     82.958    190.368    -32.027     80.799
      1.471     59.961     81.500     83.039    190.223    -32.190     80.619
      1.472     60.151     81.468     83.119    190.079    -32.353     80.439
      1.473     60.341     81.435     83.200    189.935    -32.515     80.259
      1.474     60.531     81.403     83.280    189.790    -32.677     80.080
      1.475     60.721     81.370     83.360    189.646    -32.838     79.901
      1.476     60.910     81.337     83.440    189.501    -32.999     79.722
      1.477     61.100     81.304     83.519    189.357    -33.159     79.543
      1.478     61.289     81.271     83.599    189.212    -33.319     79.365
      1.479     61.478     81.237     83.678    189.067    -33.479     79.186
      1.480     61.667     81.204     83.757    188.922    -33.638     79.008
      1.481     61.856     81.170     83.836    188.777    -33.797     78.831
      1.482     62.045     81.136     83.915    188.632    -33.955     78.653
      1.483     62.233     81.102     83.993    188.487    -34.113     78.476
      1.484     62.422     81.068     84.072    188.342    -34.270     78.299
      1.485     62.610     81.034     84.150    188.196    -34.427     78.122
      1.486     62.798     80.999     84.228    188.051    -34.584     77.945
      1.487     62.986     80.964     84.306    187.905    -34.740     77.769
      1.488     63.174     80.930     84.384    187.760    -34.895     77.593
      1.489     63.362     80.895     84.461    187.614    -35.051     77.417
      1.490     63.549     80.859     84.538    187.468    -35.205     77.241
      1.491     63.737     80.824     84.616    187.323    -35.360     77.066
      1.492     63.924     80.789     84.693    187.177    -35.514     76.891
      1.493     64.111     80.753     84.769    187.031    -35.667     76.716
      1.494     64.298     80.717     84.846    186.885    -35.820     76.541
      1.495     64.485     80.682     84.922    186.739    -35.973     76.366
      1.496     64.671     80.645     84.999    186.592    -36.125     76.192
      1.497     64.858     80.609     85.075    186.446    -36.277     76.018
      1.498     65.044     80.573     85.151    186.300    -36.428     75.844
      1.499     65.231     80.536     85.227    186.153    -36.580     75.671
      1.500     65.417     80.500     85.302    186.007    -36.730     75.497
      1.501     65.603     80.463     85.378    185.860    -36.880     75.324
      1.502     65.788     80.426     85.453    185.714    -37.030     75.151
      1.503     65.974     80.389     85.528    185.567    -37.179     74.978
      1.504     66.160     80.352     85.603    185.420    -37.328     74.806
      1.505     66.345     80.314     85.677    185.274    -37.477     74.634
      1.506     66.530     80.277     85.752    185.127    -37.625     74.462
      1.507     66.715     80.239     85.826    184.980    -37.773     74.290
      1.508     66.900     80.201     85.901    184.833    -37.920     74.118
      1.509     67.085     80.163     85.975    184.686    -38.067     73.947
      1.510     67.269     80.125     86.048    184.539    -38.213     73.776
      1.511     67.454     80.087     86.122    184.392    -38.360     73.605
      1.512     67.638     80.048     86.196    184.245    -38.505     73.434
      1.513     67.822     80.010     86.269    184.097    -38.651     73.264
      1.514     68.006     79.971     86.342    183.950    -38.795     73.094
      1.515     68.190     79.932     86.415    183.803    -38.940     72.924
      1.516     68.374     79.893     86.488    183.655    -39.084     72.754
      1.517     68.558     79.854     86.561    183.508    -39.228     72.584
      1.518     68.741     79.815     86.633    183.360    -39.371     72.415
      1.519     68.924     79.775     86.706    183.213    -39.514     72.246
      1.520     69.107     79.736     86.778    183.065    -39.657     72.077
      1.521     69.290     79.696     86.850    182.917    -39.799     71.908
      1.522     69.473     79.656     86.922    182.770    -39.941     71.740
      1.523     69.656     79.616     86.993    182.622    -40.082     71.572
      1.524     69.839     79.576     87.065    182.474    -40.223     71.404
      1.525     70.021     79.536     87.136    182.326    -40.364     71.236
      1.526     70.203     79.495     87.207    182.178    -40.504     71.068
      1.527     70.385     79.455     87.278    182.030    -40.644     70.901
      1.528     70.567     79.414     87.349    181.882    -40.783     70.734
      1.529     70.749     79.373     87.420    181.734    -40.922     70.567
      1.530     70.931     79.332     87.490    181.586    -41.061     70.400
      1.531     71.112     79.291     87.560    181.438    -41.199     70.234
      1.532     71.294     79.250     87.631    181.290    -41.337     70.068
      1.533     71.475     79.208     87.701    181.141    -41.475     69.902
      1.534     71.656     79.167     87.770    180.993    -41.612     69.736
      1.535     71.837     79.125     87.840    180.845    -41.749     69.570
      1.536     72.018     79.083     87.909    180.696    -41.885     69.405
      1.537     72.198     79.041     87.979    180.548    -42.021     69.240
      1.538     72.379     78.999     88.048    180.400    -42.157     69.075
      1.539     72.559     78.957     88.117    180.251    -42.292     68.910
      1.540     72.739     78.915     88.186    180.103    -42.427     68.745
      1.541     72.919     78.872     88.254    179.954    -42.562     68.581
      1.542     73.099     78.829     88.323    179.806    -42.696     68.417
      1.543     73.279     78.787     88.391    179.657    -42.830     68.253
      1.544     73.458     78.744     88.459    179.508    -42.963     68.089
      1.545     73.638     78.701     88.527    179.360    -43.096     67.926
      1.546     73.817     78.658     88.595    179.211    -43.229     67.763
      1.547     73.996     78.614     88.663    179.062    -43.361     67.600
